date;day_type;time;real_time;infestation;replicate;specimen;species;shell_temp;no_pic
2022/02/09;sunny;15;13:08;non infested;2;6;Acanthochitona garnoti;34,3;M6
2022/02/09;sunny;15;13:08;non infested;2;7;Acanthochitona garnoti;33,8;M7
2022/02/09;sunny;15;13:08;infested;3;1;Acanthochitona garnoti;28,5;M1
2022/02/09;sunny;15;13:08;infested;3;2;Acanthochitona garnoti;32,9;M2
2022/02/09;sunny;15;13:08;infested;3;3;Acanthochitona garnoti;29,4;M3
2022/02/09;sunny;15;13:08;infested;3;4;Acanthochitona garnoti;31,8;M4
2022/02/09;sunny;15;13:08;infested;3;5;Acanthochitona garnoti;31,9;M5
2022/02/09;sunny;15;13:08;non infested;3;1;Acanthochitona garnoti;28,6;M1
2022/02/09;sunny;15;13:08;non infested;3;2;Acanthochitona garnoti;34,4;M2
2022/02/09;sunny;15;13:08;non infested;3;3;Acanthochitona garnoti;34,7;M3
2022/02/09;sunny;15;13:08;non infested;3;4;Acanthochitona garnoti;33,1;M4
2022/02/09;sunny;15;13:08;non infested;3;5;Acanthochitona garnoti;34,9;M5
2022/02/09;sunny;30;13:23;infested;1;1;Acanthochitona garnoti;39,4;M1
2022/02/09;sunny;30;13:23;infested;1;2;Acanthochitona garnoti;38,1;M2
2022/02/09;sunny;30;13:23;infested;1;3;Acanthochitona garnoti;36,9;M3
2022/02/09;sunny;30;13:23;infested;1;4;Acanthochitona garnoti;38,6;M4
2022/02/09;sunny;30;13:23;infested;1;5;Acanthochitona garnoti;39,1;M5
2022/02/09;sunny;30;13:23;infested;1;6;Acanthochitona garnoti;34,6;M6
2022/02/09;sunny;30;13:23;non infested;1;1;Acanthochitona garnoti;37,1;M1
2022/02/09;sunny;30;13:23;non infested;1;2;Acanthochitona garnoti;40,4;M2
2022/02/09;sunny;30;13:23;non infested;1;3;Acanthochitona garnoti;42,6;M3
2022/02/09;sunny;30;13:23;non infested;1;4;Acanthochitona garnoti;38,5;M4
2022/02/09;sunny;30;13:23;non infested;1;5;Acanthochitona garnoti;39;M5
2022/02/09;sunny;30;13:23;non infested;1;6;Acanthochitona garnoti;39,8;M6
2022/02/09;sunny;30;13:23;infested;2;1;Acanthochitona garnoti;34,4;M1
2022/02/09;sunny;30;13:23;infested;2;2;Acanthochitona garnoti;33,7;M2
2022/02/09;sunny;30;13:23;infested;2;3;Acanthochitona garnoti;34,9;M3
2022/02/09;sunny;30;13:23;non infested;2;1;Acanthochitona garnoti;37,1;M1
2022/02/09;sunny;30;13:23;non infested;2;2;Acanthochitona garnoti;38,4;M2
2022/02/09;sunny;30;13:23;non infested;2;3;Acanthochitona garnoti;34,4;M3
2022/02/09;sunny;30;13:23;non infested;2;4;Acanthochitona garnoti;38,1;M4
2022/02/09;sunny;30;13:23;non infested;2;5;Acanthochitona garnoti;36,6;M5
2022/02/09;sunny;30;13:23;non infested;2;6;Acanthochitona garnoti;39,3;M6
2022/02/09;sunny;30;13:23;infested;3;1;Acanthochitona garnoti;35,2;M1
2022/02/09;sunny;30;13:23;infested;3;2;Acanthochitona garnoti;35,8;M2
2022/02/09;sunny;30;13:23;infested;3;3;Acanthochitona garnoti;32;M3
2022/02/09;sunny;30;13:23;infested;3;4;Acanthochitona garnoti;36,6;M4
2022/02/09;sunny;30;13:23;infested;3;5;Acanthochitona garnoti;34,9;M5
2022/02/09;sunny;30;13:23;non infested;3;1;Acanthochitona garnoti;33;M1
2022/02/09;sunny;30;13:23;non infested;3;2;Acanthochitona garnoti;38;M2
2022/02/09;sunny;30;13:23;non infested;3;3;Acanthochitona garnoti;35,7;M3
2022/02/09;sunny;30;13:23;non infested;3;4;Acanthochitona garnoti;36,6;M4
2022/02/09;sunny;30;13:23;non infested;3;5;Acanthochitona garnoti;35,8;M5
2022/02/09;sunny;45;13:38;infested;1;1;Acanthochitona garnoti;38,5;M1
2022/02/09;sunny;45;13:38;infested;1;2;Acanthochitona garnoti;35,9;M2
2022/02/09;sunny;45;13:38;infested;1;3;Acanthochitona garnoti;37,9;M3
2022/02/09;sunny;45;13:38;infested;1;4;Acanthochitona garnoti;37,1;M4
2022/02/09;sunny;45;13:38;infested;1;5;Acanthochitona garnoti;39,6;M5
2022/02/09;sunny;45;13:38;non infested;1;1;Acanthochitona garnoti;38,9;M1
2022/02/09;sunny;45;13:38;non infested;1;2;Acanthochitona garnoti;42,4;M2
2022/02/09;sunny;45;13:38;non infested;1;3;Acanthochitona garnoti;39,3;M3
2022/02/09;sunny;45;13:38;non infested;1;4;Acanthochitona garnoti;39,9;M4
2022/02/09;sunny;45;13:38;non infested;1;5;Acanthochitona garnoti;39,4;M5
2022/02/09;sunny;45;13:38;non infested;1;6;Acanthochitona garnoti;37,5;M6
2022/02/09;sunny;45;13:38;infested;2;1;Acanthochitona garnoti;32,5;M1
2022/02/09;sunny;45;13:38;infested;2;2;Acanthochitona garnoti;32,2;M2
2022/02/09;sunny;45;13:38;infested;2;3;Acanthochitona garnoti;34,6;M3
2022/02/09;sunny;45;13:38;non infested;2;1;Acanthochitona garnoti;37,7;M1
2022/02/09;sunny;45;13:38;non infested;2;2;Acanthochitona garnoti;34,5;M2
2022/02/09;sunny;45;13:38;non infested;2;3;Acanthochitona garnoti;33;M3
2022/02/09;sunny;45;13:38;non infested;2;4;Acanthochitona garnoti;36;M4
2022/02/09;sunny;45;13:38;non infested;2;5;Acanthochitona garnoti;36,7;M5
2022/02/09;sunny;45;13:38;non infested;2;6;Acanthochitona garnoti;39,3;M6
2022/02/09;sunny;45;13:38;infested;3;1;Acanthochitona garnoti;34,5;M1
2022/02/09;sunny;45;13:38;infested;3;2;Acanthochitona garnoti;37,6;M2
2022/02/09;sunny;45;13:38;infested;3;3;Acanthochitona garnoti;34,2;M3
2022/02/09;sunny;45;13:38;infested;3;4;Acanthochitona garnoti;34,9;M4
2022/02/09;sunny;45;13:38;infested;3;5;Acanthochitona garnoti;35,6;M5
2022/02/09;sunny;45;13:38;non infested;3;1;Acanthochitona garnoti;32,3;M1
2022/02/09;sunny;45;13:38;non infested;3;2;Acanthochitona garnoti;36,8;M2
2022/02/09;sunny;45;13:38;non infested;3;3;Acanthochitona garnoti;37,2;M3
2022/02/09;sunny;45;13:38;non infested;3;4;Acanthochitona garnoti;39,5;M4
2022/02/09;sunny;45;13:38;non infested;3;5;Acanthochitona garnoti;37;M5
2022/02/09;sunny;60;13:53;infested;1;1;Acanthochitona garnoti;37,3;M1
2022/02/09;sunny;60;13:53;infested;1;2;Acanthochitona garnoti;35,5;M2
2022/02/09;sunny;60;13:53;infested;1;3;Acanthochitona garnoti;38,2;M3
2022/02/09;sunny;60;13:53;infested;1;4;Acanthochitona garnoti;38,7;M4
2022/02/09;sunny;60;13:53;infested;1;5;Acanthochitona garnoti;37,9;M5
2022/02/09;sunny;60;13:53;infested;1;6;Acanthochitona garnoti;33,5;M6
2022/02/09;sunny;60;13:53;non infested;1;1;Acanthochitona garnoti;37,8;M1
2022/02/09;sunny;60;13:53;non infested;1;2;Acanthochitona garnoti;35,7;M2
2022/02/09;sunny;60;13:53;non infested;1;3;Acanthochitona garnoti;42;M3
2022/02/09;sunny;60;13:53;non infested;1;4;Acanthochitona garnoti;40,6;M4
2022/02/09;sunny;60;13:53;non infested;1;5;Acanthochitona garnoti;38,6;M5
2022/02/09;sunny;60;13:53;non infested;1;6;Acanthochitona garnoti;37,5;M6
2022/02/09;sunny;60;13:53;infested;2;1;Acanthochitona garnoti;32,5;M1
2022/02/09;sunny;60;13:53;infested;2;2;Acanthochitona garnoti;33,5;M2
2022/02/09;sunny;60;13:53;infested;2;3;Acanthochitona garnoti;34,8;M3
2022/02/09;sunny;60;13:53;non infested;2;1;Acanthochitona garnoti;38,6;M1
2022/02/09;sunny;60;13:53;non infested;2;2;Acanthochitona garnoti;39,2;M2
2022/02/09;sunny;60;13:53;non infested;2;3;Acanthochitona garnoti;38,6;M3
2022/02/09;sunny;60;13:53;non infested;2;4;Acanthochitona garnoti;36,6;M4
2022/02/09;sunny;60;13:53;non infested;2;5;Acanthochitona garnoti;32,5;M5
2022/02/09;sunny;60;13:53;non infested;2;6;Acanthochitona garnoti;34,1;M6
2022/02/09;sunny;60;13:53;infested;3;1;Acanthochitona garnoti;36,6;M1
2022/02/09;sunny;60;13:53;infested;3;2;Acanthochitona garnoti;33,9;M2
2022/02/09;sunny;60;13:53;infested;3;3;Acanthochitona garnoti;33;M3
2022/02/09;sunny;60;13:53;infested;3;4;Acanthochitona garnoti;34;M4
2022/02/09;sunny;60;13:53;non infested;3;1;Acanthochitona garnoti;37,3;M1
2022/02/09;sunny;60;13:53;non infested;3;2;Acanthochitona garnoti;37,2;M2
2022/02/09;sunny;60;13:53;non infested;3;3;Acanthochitona garnoti;39,1;M3
2022/02/09;sunny;60;13:53;non infested;3;4;Acanthochitona garnoti;37,7;M4
2022/02/09;sunny;60;13:53;non infested;3;5;Acanthochitona garnoti;37,4;M5
2022/02/09;sunny;75;14:08;infested;1;1;Acanthochitona garnoti;39;M1
2022/02/09;sunny;75;14:08;infested;1;2;Acanthochitona garnoti;36,2;M2
2022/02/09;sunny;75;14:08;infested;1;3;Acanthochitona garnoti;39,4;M3
2022/02/09;sunny;75;14:08;infested;1;4;Acanthochitona garnoti;39;M4
2022/02/09;sunny;75;14:08;infested;1;5;Acanthochitona garnoti;39,3;M5
2022/02/09;sunny;75;14:08;infested;1;6;Acanthochitona garnoti;33,8;M6
2022/02/09;sunny;75;14:08;non infested;1;1;Acanthochitona garnoti;37,3;M1
2022/02/09;sunny;75;14:08;non infested;1;2;Acanthochitona garnoti;42,8;M2
2022/02/09;sunny;75;14:08;non infested;1;3;Acanthochitona garnoti;40,9;M3
2022/02/09;sunny;75;14:08;non infested;1;4;Acanthochitona garnoti;41,1;M4
2022/02/09;sunny;75;14:08;non infested;1;5;Acanthochitona garnoti;36,3;M5
2022/02/09;sunny;75;14:08;non infested;1;6;Acanthochitona garnoti;38,7;M6
2022/02/09;sunny;75;14:08;infested;2;1;Acanthochitona garnoti;34;M1
2022/02/09;sunny;75;14:08;infested;2;2;Acanthochitona garnoti;34,5;M2
2022/02/09;sunny;75;14:08;infested;2;3;Acanthochitona garnoti;35,9;M3
2022/02/09;sunny;75;14:08;non infested;2;1;Acanthochitona garnoti;36,7;M1
2022/02/09;sunny;75;14:08;non infested;2;2;Acanthochitona garnoti;38,7;M2
2022/02/09;sunny;75;14:08;non infested;2;3;Acanthochitona garnoti;39,9;M3
2022/02/09;sunny;75;14:08;non infested;2;4;Acanthochitona garnoti;31,8;M4
2022/02/09;sunny;75;14:08;non infested;2;5;Acanthochitona garnoti;36,5;M5
2022/02/09;sunny;75;14:08;non infested;2;6;Acanthochitona garnoti;39,1;M6
2022/02/09;sunny;75;14:08;infested;3;1;Acanthochitona garnoti;33,3;M1
2022/02/09;sunny;75;14:08;infested;3;2;Acanthochitona garnoti;34;M2
2022/02/09;sunny;75;14:08;infested;3;3;Acanthochitona garnoti;33,8;M3
2022/02/09;sunny;75;14:08;infested;3;4;Acanthochitona garnoti;34,8;M4
2022/02/09;sunny;75;14:08;infested;3;5;Acanthochitona garnoti;37,1;M5
2022/02/09;sunny;75;14:08;non infested;3;1;Acanthochitona garnoti;37;M1
2022/02/09;sunny;75;14:08;non infested;3;2;Acanthochitona garnoti;37;M2
2022/02/09;sunny;75;14:08;non infested;3;3;Acanthochitona garnoti;35,8;M3
2022/02/09;sunny;75;14:08;non infested;3;4;Acanthochitona garnoti;39,2;M4
2022/02/09;sunny;75;14:08;non infested;3;5;Acanthochitona garnoti;37,4;M5
2022/02/09;sunny;90;14:23;infested;1;1;Acanthochitona garnoti;38,9;M1
2022/02/09;sunny;90;14:23;infested;1;2;Acanthochitona garnoti;36,6;M2
2022/02/09;sunny;90;14:23;infested;1;3;Acanthochitona garnoti;40,2;M3
2022/02/09;sunny;90;14:23;infested;1;4;Acanthochitona garnoti;40,4;M4
2022/02/09;sunny;90;14:23;infested;1;5;Acanthochitona garnoti;40,6;M5
2022/02/09;sunny;90;14:23;infested;1;6;Acanthochitona garnoti;37,1;M6
2022/02/09;sunny;90;14:23;non infested;1;1;Acanthochitona garnoti;37,1;M1
2022/02/09;sunny;90;14:23;non infested;1;2;Acanthochitona garnoti;43,7;M2
2022/02/09;sunny;90;14:23;non infested;1;3;Acanthochitona garnoti;41,6;M3
2022/02/09;sunny;90;14:23;non infested;1;4;Acanthochitona garnoti;36,6;M4
2022/02/09;sunny;90;14:23;non infested;1;5;Acanthochitona garnoti;42,2;M5
2022/02/09;sunny;90;14:23;non infested;1;6;Acanthochitona garnoti;38,3;M6
2022/02/09;sunny;90;14:23;infested;2;1;Acanthochitona garnoti;35,8;M1
2022/02/09;sunny;90;14:23;infested;2;2;Acanthochitona garnoti;34,4;M2
2022/02/09;sunny;90;14:23;infested;2;3;Acanthochitona garnoti;36,1;M3
2022/02/09;sunny;90;14:23;non infested;2;1;Acanthochitona garnoti;40,7;M1
2022/02/09;sunny;90;14:23;non infested;2;2;Acanthochitona garnoti;35,7;M2
2022/02/09;sunny;90;14:23;non infested;2;3;Acanthochitona garnoti;42,1;M3
2022/02/09;sunny;90;14:23;non infested;2;4;Acanthochitona garnoti;33,1;M4
2022/02/09;sunny;90;14:23;non infested;2;5;Acanthochitona garnoti;42,4;M5
2022/02/09;sunny;90;14:23;non infested;2;6;Acanthochitona garnoti;37,2;M6
2022/02/09;sunny;90;14:23;infested;3;1;Acanthochitona garnoti;33,4;M1
2022/02/09;sunny;90;14:23;infested;3;2;Acanthochitona garnoti;33,8;M2
2022/02/09;sunny;90;14:23;infested;3;3;Acanthochitona garnoti;39,9;M3
2022/02/09;sunny;90;14:23;non infested;3;1;Acanthochitona garnoti;37,4;M1
2022/02/09;sunny;90;14:23;non infested;3;2;Acanthochitona garnoti;38,8;M2
2022/02/09;sunny;90;14:23;non infested;3;3;Acanthochitona garnoti;41,6;M3
2022/02/09;sunny;90;14:23;non infested;3;4;Acanthochitona garnoti;39,8;M4
2022/02/09;sunny;90;14:23;non infested;3;5;Acanthochitona garnoti;37;M5
2022/02/10;cloudy;0;12:11;infested;1;1;Acanthochitona garnoti;27;M1
2022/02/10;cloudy;0;12:11;infested;1;2;Acanthochitona garnoti;24,7;M2
2022/02/10;cloudy;0;12:11;infested;1;3;Acanthochitona garnoti;26,4;M3
2022/02/10;cloudy;0;12:11;infested;1;4;Acanthochitona garnoti;25,5;M4
2022/02/10;cloudy;0;12:11;infested;1;5;Acanthochitona garnoti;28,1;M5
2022/02/10;cloudy;0;12:11;infested;1;6;Acanthochitona garnoti;27,2;M6
2022/02/10;cloudy;0;12:11;infested;1;7;Acanthochitona garnoti;27,4;M7
2022/02/10;cloudy;0;12:11;non infested;1;1;Acanthochitona garnoti;27,2;M1
2022/02/10;cloudy;0;12:11;non infested;1;2;Acanthochitona garnoti;26,8;M2
2022/02/10;cloudy;0;12:11;non infested;1;3;Acanthochitona garnoti;26,2;M3
2022/02/10;cloudy;0;12:11;non infested;1;4;Acanthochitona garnoti;27,5;M4
2022/02/10;cloudy;0;12:11;non infested;1;5;Acanthochitona garnoti;27,2;M5
2022/02/10;cloudy;0;12:11;non infested;1;6;Acanthochitona garnoti;26,9;M6
2022/02/10;cloudy;0;12:11;non infested;1;7;Acanthochitona garnoti;25,6;M7
2022/02/10;cloudy;0;12:11;infested;2;1;Acanthochitona garnoti;27,5;M1
2022/02/10;cloudy;0;12:11;infested;2;2;Acanthochitona garnoti;26,5;M2
2022/02/10;cloudy;0;12:11;infested;2;3;Acanthochitona garnoti;26,6;M3
2022/02/10;cloudy;0;12:11;infested;2;4;Acanthochitona garnoti;26,9;M4
2022/02/10;cloudy;0;12:11;infested;2;5;Acanthochitona garnoti;27,3;M5
2022/02/10;cloudy;0;12:11;infested;2;6;Acanthochitona garnoti;27,9;M6
2022/02/10;cloudy;0;12:11;infested;2;7;Acanthochitona garnoti;26,5;M7
2022/02/10;cloudy;0;12:11;non infested;2;1;Acanthochitona garnoti;27,1;M1
2022/02/10;cloudy;0;12:11;non infested;2;2;Acanthochitona garnoti;27,6;M2
2022/02/10;cloudy;0;12:11;non infested;2;3;Acanthochitona garnoti;25,8;M3
2022/02/10;cloudy;0;12:11;non infested;2;4;Acanthochitona garnoti;26,2;M4
2022/02/10;cloudy;0;12:11;non infested;2;5;Acanthochitona garnoti;28,1;M5
2022/02/10;cloudy;0;12:11;non infested;2;6;Acanthochitona garnoti;26,7;M6
2022/02/10;cloudy;0;12:11;non infested;2;7;Acanthochitona garnoti;27,1;M7
2022/02/10;cloudy;0;12:11;infested;3;1;Acanthochitona garnoti;27,2;M1
2022/02/10;cloudy;0;12:11;infested;3;2;Acanthochitona garnoti;26,8;M2
2022/02/10;cloudy;0;12:11;infested;3;3;Acanthochitona garnoti;26,5;M3
2022/02/10;cloudy;0;12:11;infested;3;4;Acanthochitona garnoti;25,9;M4
2022/02/10;cloudy;0;12:11;infested;3;5;Acanthochitona garnoti;26,7;M5
2022/02/10;cloudy;0;12:11;infested;3;6;Acanthochitona garnoti;26,1;M6
2022/02/10;cloudy;0;12:11;infested;3;7;Acanthochitona garnoti;27,1;M7
2022/02/10;cloudy;0;12:11;non infested;3;1;Acanthochitona garnoti;26,2;M1
2022/02/10;cloudy;0;12:11;non infested;3;2;Acanthochitona garnoti;27,6;M2
2022/02/10;cloudy;0;12:11;non infested;3;3;Acanthochitona garnoti;27,1;M3
2022/02/10;cloudy;0;12:11;non infested;3;4;Acanthochitona garnoti;26,7;M4
2022/02/10;cloudy;0;12:11;non infested;3;5;Acanthochitona garnoti;26,3;M5
2022/02/10;cloudy;0;12:11;non infested;3;6;Acanthochitona garnoti;26,1;M6
2022/02/10;cloudy;0;12:11;non infested;3;7;Acanthochitona garnoti;26,6;M7
2022/02/10;cloudy;15;12:26;infested;1;1;Acanthochitona garnoti;29,4;M1
2022/02/10;cloudy;15;12:26;infested;1;2;Acanthochitona garnoti;30,4;M2
2022/02/10;cloudy;15;12:26;infested;1;3;Acanthochitona garnoti;30,6;M3
2022/02/10;cloudy;15;12:26;infested;1;4;Acanthochitona garnoti;29,4;M4
2022/02/10;cloudy;15;12:26;non infested;1;1;Acanthochitona garnoti;31,9;M1
2022/02/10;cloudy;15;12:26;non infested;1;2;Acanthochitona garnoti;29,7;M2
2022/02/10;cloudy;15;12:26;non infested;1;3;Acanthochitona garnoti;29;M3
2022/02/10;cloudy;15;12:26;non infested;1;4;Acanthochitona garnoti;32,5;M4
2022/02/10;cloudy;15;12:26;non infested;1;5;Acanthochitona garnoti;31,9;M5
2022/02/10;cloudy;15;12:26;non infested;1;6;Acanthochitona garnoti;32;M6
2022/02/10;cloudy;15;12:26;non infested;1;7;Acanthochitona garnoti;30;M7
2022/02/10;cloudy;15;12:26;infested;2;1;Acanthochitona garnoti;27,2;M1
2022/02/10;cloudy;15;12:26;infested;2;2;Acanthochitona garnoti;26,2;M2
2022/02/10;cloudy;15;12:26;infested;2;3;Acanthochitona garnoti;27,8;M3
2022/02/10;cloudy;15;12:26;infested;2;4;Acanthochitona garnoti;26,1;M4
2022/02/10;cloudy;15;12:26;non infested;2;1;Acanthochitona garnoti;29,7;M1
2022/02/10;cloudy;15;12:26;non infested;2;2;Acanthochitona garnoti;27,5;M2
2022/02/10;cloudy;15;12:26;non infested;2;3;Acanthochitona garnoti;27,8;M3
2022/02/10;cloudy;15;12:26;non infested;2;4;Acanthochitona garnoti;29;M4
2022/02/10;cloudy;15;12:26;non infested;2;5;Acanthochitona garnoti;29,5;M5
2022/02/10;cloudy;15;12:26;non infested;2;6;Acanthochitona garnoti;32,1;M6
2022/02/10;cloudy;15;12:26;infested;3;1;Acanthochitona garnoti;28;M1
2022/02/10;cloudy;15;12:26;infested;3;2;Acanthochitona garnoti;30,1;M2
2022/02/10;cloudy;15;12:26;infested;3;3;Acanthochitona garnoti;27,5;M3
2022/02/10;cloudy;15;12:26;infested;3;4;Acanthochitona garnoti;28,6;M4
2022/02/10;cloudy;15;12:26;infested;3;5;Acanthochitona garnoti;29,4;M5
2022/02/10;cloudy;15;12:26;non infested;3;1;Acanthochitona garnoti;30,4;M1
2022/02/10;cloudy;15;12:26;non infested;3;2;Acanthochitona garnoti;31;M2
2022/02/10;cloudy;15;12:26;non infested;3;3;Acanthochitona garnoti;30,2;M3
2022/02/10;cloudy;15;12:26;non infested;3;4;Acanthochitona garnoti;29,4;M4
2022/02/10;cloudy;15;12:26;non infested;3;5;Acanthochitona garnoti;30;M5
2022/02/10;cloudy;30;12:41;infested;1;1;Acanthochitona garnoti;34,6;M1
2022/02/10;cloudy;30;12:41;infested;1;2;Acanthochitona garnoti;35,8;M2
2022/02/10;cloudy;30;12:41;infested;1;3;Acanthochitona garnoti;35,8;M3
2022/02/10;cloudy;30;12:41;infested;1;4;Acanthochitona garnoti;33;M4
2022/02/10;cloudy;30;12:41;non infested;1;1;Acanthochitona garnoti;37,5;M1
2022/02/10;cloudy;30;12:41;non infested;1;2;Acanthochitona garnoti;34,6;M2
2022/02/10;cloudy;30;12:41;non infested;1;3;Acanthochitona garnoti;36,8;M3
2022/02/10;cloudy;30;12:41;non infested;1;4;Acanthochitona garnoti;36,8;M4
2022/02/10;cloudy;30;12:41;non infested;1;5;Acanthochitona garnoti;33,5;M5
2022/02/10;cloudy;30;12:41;non infested;1;6;Acanthochitona garnoti;30,5;M6
2022/02/10;cloudy;30;12:41;non infested;1;7;Acanthochitona garnoti;35,9;M7
2022/02/10;cloudy;30;12:41;infested;2;1;Acanthochitona garnoti;33,8;M1
2022/02/10;cloudy;30;12:41;infested;2;2;Acanthochitona garnoti;34,1;M2
2022/02/10;cloudy;30;12:41;infested;2;3;Acanthochitona garnoti;32,1;M3
2022/02/10;cloudy;30;12:41;infested;2;4;Acanthochitona garnoti;32,2;M4
2022/02/10;cloudy;30;12:41;non infested;2;1;Acanthochitona garnoti;35;M1
2022/02/10;cloudy;30;12:41;non infested;2;2;Acanthochitona garnoti;37,3;M2
2022/02/10;cloudy;30;12:41;non infested;2;3;Acanthochitona garnoti;31,6;M3
2022/02/10;cloudy;30;12:41;non infested;2;4;Acanthochitona garnoti;35,5;M4
2022/02/10;cloudy;30;12:41;non infested;2;5;Acanthochitona garnoti;33,5;M5
